onet,onet_title,noc 2021,noc_title,noc 2016,noc 2016 title,Noc 2006,noc_title_2006
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",94111,Plastics processing machine operators,9422,Plastics processing machine operators,J132,Plastics processing machine operators
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",94111,Plastics processing machine operators,9422,Plastics processing machine operators,J132,Plastics processing machine operators
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",94111,Plastics processing machine operators,9422,Plastics processing machine operators,J132,Plastics processing machine operators
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",94111,Plastics processing machine operators,9422,Plastics processing machine operators,J132,Plastics processing machine operators
51-4199.00,"Metal Workers and Plastic Workers, All Other",94111,Plastics processing machine operators,9422,Plastics processing machine operators,J132,Plastics processing machine operators
51-9195.00,Molding and Casting Workers,94111,Plastics processing machine operators,9422,Plastics processing machine operators,J132,Plastics processing machine operators
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",94112,Rubber processing machine operators and related workers,9423,Rubber processing machine operators and related workers,J133,Rubber processing machine operators and related workers
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",94112,Rubber processing machine operators and related workers,9423,Rubber processing machine operators and related workers,J133,Rubber processing machine operators and related workers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",94112,Rubber processing machine operators and related workers,9423,Rubber processing machine operators and related workers,J133,Rubber processing machine operators and related workers
51-9195.00,Molding and Casting Workers,94112,Rubber processing machine operators and related workers,9423,Rubber processing machine operators and related workers,J133,Rubber processing machine operators and related workers
51-9197.00,Tire Builders,94112,Rubber processing machine operators and related workers,9423,Rubber processing machine operators and related workers,J133,Rubber processing machine operators and related workers
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",94120,Sawmill machine operators,9431,Sawmill machine operators,J141,Sawmill machine operators
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",94121,"Pulp mill, papermaking and finishing machine operators",9432,Pulp mill machine operators,J142,Pulp mill machine operators
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",94121,"Pulp mill, papermaking and finishing machine operators",9432,Pulp mill machine operators,J142,Pulp mill machine operators
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",94122,Paper converting machine operators,9435,Paper converting machine operators,J145,Paper converting machine operators
45-4023.00,Log Graders and Scalers,94123,Lumber graders and other wood processing inspectors and graders,9436,Lumber graders and other wood processing inspectors and graders,J146,Lumber graders and other wood processing inspectors and graders
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",94124,Woodworking machine operators,9437,Woodworking machine operators,J193,Woodworking machine operators
51-9195.00,Molding and Casting Workers,94124,Woodworking machine operators,9437,Woodworking machine operators,J193,Woodworking machine operators
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",94129,Other wood processing machine operators,9434,Other wood processing machine operators,J144,Other wood processing machine operators
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",94129,Other wood processing machine operators,9434,Other wood processing machine operators,J144,Other wood processing machine operators
51-6021.00,"Pressers, Textile, Garment, and Related Materials",94130,"Textile fibre and yarn, hide and pelt processing machine operators and workers",9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",94130,"Textile fibre and yarn, hide and pelt processing machine operators and workers",9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-9198.00,Helpers--Production Workers,94130,"Textile fibre and yarn, hide and pelt processing machine operators and workers",9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",94131,"Weavers, knitters and other fabric making occupations",9442,"Weavers, knitters and other fabric making occupations",J152,"Weavers, knitters and other fabric-making occupations"
51-6031.00,Sewing Machine Operators,94132,Industrial sewing machine operators,9446,Industrial sewing machine operators,J161,Sewing machine operators
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94133,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",J154,"Textile inspectors, graders and samplers"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",94140,"Process control and machine operators, food and beverage processing",9461,"Process control and machine operators, food, beverage and associated products processing",J171,"Process control and machine operators, food and beverage processing"
51-3092.00,Food Batchmakers,94140,"Process control and machine operators, food and beverage processing",9461,"Process control and machine operators, food, beverage and associated products processing",J171,"Process control and machine operators, food and beverage processing"
51-3093.00,Food Cooking Machine Operators and Tenders,94140,"Process control and machine operators, food and beverage processing",9461,"Process control and machine operators, food, beverage and associated products processing",J171,"Process control and machine operators, food and beverage processing"
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",94140,"Process control and machine operators, food and beverage processing",9461,"Process control and machine operators, food, beverage and associated products processing",J171,"Process control and machine operators, food and beverage processing"
51-3021.00,Butchers and Meat Cutters,94141,"Industrial butchers and meat cutters, poultry preparers and related workers",9462,"Industrial butchers and meat cutters, poultry preparers and related workers",J172,"Industrial butchers and meat cutters, poultry preparers and related workers"
51-3092.00,Food Batchmakers,94142,Fish and seafood plant workers,9463,Fish and seafood plant workers,J173,Fish plant workers
51-3093.00,Food Cooking Machine Operators and Tenders,94142,Fish and seafood plant workers,9463,Fish and seafood plant workers,J173,Fish plant workers
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",94142,Fish and seafood plant workers,9463,Fish and seafood plant workers,J173,Fish plant workers
51-9198.00,Helpers--Production Workers,94142,Fish and seafood plant workers,9463,Fish and seafood plant workers,J173,Fish plant workers
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94143,"Testers and graders, food and beverage processing",9465,"Testers and graders, food, beverage and associated products processing",J175,"Testers and graders, food and beverage processing"
43-9071.00,"Office Machine Operators, Except Computer",94150,Plateless printing equipment operators,9471,Plateless printing equipment operators,J181,Printing machine operators
51-5111.00,Prepress Technicians and Workers,94151,"Camera, platemaking and other prepress occupations",9472,"Camera, platemaking and other prepress occupations",J182,"Camera, platemaking and other prepress occupations"
51-5113.00,Print Binding and Finishing Workers,94152,Binding and finishing machine operators,9473,Binding and finishing machine operators,J183,Binding and finishing machine operators
51-9151.00,Photographic Process Workers and Processing Machine Operators,94153,Photographic and film processors,9474,Photographic and film processors,J184,Photographic and film processors
51-2031.00,Engine and Other Machine Assemblers,94200,"Motor vehicle assemblers, inspectors and testers",9522,"Motor vehicle assemblers, inspectors and testers",J212,"Motor vehicle assemblers, inspectors and testers"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94200,"Motor vehicle assemblers, inspectors and testers",9522,"Motor vehicle assemblers, inspectors and testers",J212,"Motor vehicle assemblers, inspectors and testers"
51-2022.00,Electrical and Electronic Equipment Assemblers,94201,"Electronics assemblers, fabricators, inspectors and testers",9523,"Electronics assemblers, fabricators, inspectors and testers",J213,"Electronics assemblers, fabricators, inspectors and testers"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94201,"Electronics assemblers, fabricators, inspectors and testers",9523,"Electronics assemblers, fabricators, inspectors and testers",J213,"Electronics assemblers, fabricators, inspectors and testers"
51-9141.00,Semiconductor Processors,94201,"Electronics assemblers, fabricators, inspectors and testers",9523,"Electronics assemblers, fabricators, inspectors and testers",J213,"Electronics assemblers, fabricators, inspectors and testers"
51-2022.00,Electrical and Electronic Equipment Assemblers,94202,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",J214,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94202,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",J214,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing"
51-2023.00,Electromechanical Equipment Assemblers,94203,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",J215,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94203,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",J215,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers"
51-2031.00,Engine and Other Machine Assemblers,94204,Mechanical assemblers and inspectors,9526,Mechanical assemblers and inspectors,J216,Mechanical assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94204,Mechanical assemblers and inspectors,9526,Mechanical assemblers and inspectors,J216,Mechanical assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94205,"Machine operators and inspectors, electrical apparatus manufacturing",9527,"Machine operators and inspectors, electrical apparatus manufacturing",J217,"Machine operators and inspectors, electrical apparatus manufacturing"
51-7021.00,Furniture Finishers,94210,"Furniture and fixture assemblers, finishers, refinishers and inspectors",9532,Furniture and fixture assemblers and inspectors,J222,Furniture and fixture assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94210,"Furniture and fixture assemblers, finishers, refinishers and inspectors",9532,Furniture and fixture assemblers and inspectors,J222,Furniture and fixture assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94210,"Furniture and fixture assemblers, finishers, refinishers and inspectors",9532,Furniture and fixture assemblers and inspectors,J222,Furniture and fixture assemblers and inspectors
51-2099.00,"Assemblers and Fabricators, All Other",94211,Assemblers and inspectors of other wood products,9533,Other wood products assemblers and inspectors,J223,Other wood products assemblers and inspectors
51-9199.00,"Production Workers, All Other",94211,Assemblers and inspectors of other wood products,9533,Other wood products assemblers and inspectors,J223,Other wood products assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94212,"Plastic products assemblers, finishers and inspectors",9535,"Plastic products assemblers, finishers and inspectors",J225,"Plastic products assemblers, finishers and inspectors"
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",94213,"Industrial painters, coaters and metal finishing process operators",9536,"Industrial painters, coaters and metal finishing process operators",J226,Painters and coaters - industrial
49-9096.00,Riggers,94219,"Other products assemblers, finishers and inspectors",9531,Boat assemblers and inspectors,J221,Boat assemblers and inspectors
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",94219,"Other products assemblers, finishers and inspectors",9531,Boat assemblers and inspectors,J221,Boat assemblers and inspectors
51-2061.00,Timing Device Assemblers and Adjusters,94219,"Other products assemblers, finishers and inspectors",9531,Boat assemblers and inspectors,J221,Boat assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94219,"Other products assemblers, finishers and inspectors",9531,Boat assemblers and inspectors,J221,Boat assemblers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",94219,"Other products assemblers, finishers and inspectors",9531,Boat assemblers and inspectors,J221,Boat assemblers and inspectors
51-9198.00,Helpers--Production Workers,95100,Labourers in mineral and metal processing,9611,Labourers in mineral and metal processing,J311,Labourers in mineral and metal processing
51-9198.00,Helpers--Production Workers,95101,Labourers in metal fabrication,9612,Labourers in metal fabrication,J312,Labourers in metal fabrication
51-8091.00,Chemical Plant and System Operators,95102,Labourers in chemical products processing and utilities,9421,Chemical plant machine operators,J131,Chemical plant machine operators
51-9011.00,Chemical Equipment Operators and Tenders,95102,Labourers in chemical products processing and utilities,9421,Chemical plant machine operators,J131,Chemical plant machine operators
51-9198.00,Helpers--Production Workers,95102,Labourers in chemical products processing and utilities,9421,Chemical plant machine operators,J131,Chemical plant machine operators
51-9198.00,Helpers--Production Workers,95103,"Labourers in wood, pulp and paper processing",9614,"Labourers in wood, pulp and paper processing",J314,"Labourers in wood, pulp and paper processing"
51-9198.00,Helpers--Production Workers,95104,Labourers in rubber and plastic products manufacturing,9615,Labourers in rubber and plastic products manufacturing,J315,Labourers in rubber and plastic products manufacturing
51-6021.00,"Pressers, Textile, Garment, and Related Materials",95105,Labourers in textile processing and cutting,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",95105,Labourers in textile processing and cutting,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",95105,Labourers in textile processing and cutting,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-9198.00,Helpers--Production Workers,95105,Labourers in textile processing and cutting,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",J151,Textile fibre and yarn preparation machine operators
51-9198.00,Helpers--Production Workers,95106,Labourers in food and beverage processing,9617,"Labourers in food, beverage and associated products processing",J317,"Labourers in food, beverage and tobacco processing"
51-9198.00,Helpers--Production Workers,95107,Labourers in fish and seafood processing,9618,Labourers in fish and seafood processing,J318,Labourers in fish processing
51-2051.00,Fiberglass Laminators and Fabricators,95109,"Other labourers in processing, manufacturing and utilities",9619,"Other labourers in processing, manufacturing and utilities",J319,"Other labourers in processing, manufacturing and utilities"
51-9198.00,Helpers--Production Workers,95109,"Other labourers in processing, manufacturing and utilities",9619,"Other labourers in processing, manufacturing and utilities",J319,"Other labourers in processing, manufacturing and utilities"
11-3013.00,Facilities Managers,70012,Facility operation and maintenance managers,714,Facility operation and maintenance managers,A141,Facility operation and maintenance managers
11-3013.01,Security Managers,10019,Other administrative services managers,114,Other administrative services managers,A114,Other administrative services managers
11-3111.00,Compensation and Benefits Managers,10029,Other business services managers,125,Other business services managers,A303,Other business services managers
11-9039.00,"Education Administrators, All Other",40021,School principals and administrators of elementary and secondary education,422,School principals and administrators of elementary and secondary education,A323,School principals and administrators of elementary and secondary education
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,80010,Managers in natural resources production and fishing,811,Managers in natural resources production and fishing,A381,Primary production managers (except agriculture)
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",50012,"Recreation, sports and fitness program and service directors",513,"Recreation, sports and fitness program and service directors",A343,"Recreation, sports and fitness program and service directors"
11-9121.01,Clinical Research Coordinators,33109,Other assisting occupations in support of health services,3237,Other technical occupations in therapy and assessment,D235,Other technical occupations in therapy and assessment
11-9179.00,"Personal Service Managers, All Other",60040,Managers in customer and personal services,651,"Managers in customer and personal services, n.e.c.",A361,Other services managers
11-9179.01,Fitness and Wellness Coordinators,60040,Managers in customer and personal services,651,"Managers in customer and personal services, n.e.c.",A361,Other services managers
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11202,"Professional occupations in advertising, marketing and public relations",1123,"Professional occupations in advertising, marketing and public relations",F024,Professional occupations in public relations and communications
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12102,Procurement and purchasing agents and officers,1225,Purchasing agents and officers,B315,Purchasing agents and officers
13-1032.00,"Insurance Appraisers, Auto Damage",12201,Insurance adjusters and claims examiners,1312,Insurance adjusters and claims examiners,B113,Insurance adjusters and claims examiners
13-1131.00,Fundraisers,11202,"Professional occupations in advertising, marketing and public relations",1123,"Professional occupations in advertising, marketing and public relations",F024,Professional occupations in public relations and communications
13-2022.00,Appraisers of Personal and Business Property,12203,"Assessors, business valuators and appraisers",1314,"Assessors, valuators and appraisers",B115,"Assessors, valuators and appraisers"
13-2031.00,Budget Analysts,13100,Administrative officers,1221,Administrative officers,B311,Administrative officers
13-2041.00,Credit Analysts,63102,Financial sales representatives,6235,Financial sales representatives,B112,Loan officers
13-2061.00,Financial Examiners,11109,Other financial officers,1114,Other financial officers,B014,Other financial officers
13-2071.00,Credit Counselors,11109,Other financial officers,1114,Other financial officers,B014,Other financial officers
13-2072.00,Loan Officers,11109,Other financial officers,1114,Other financial officers,B014,Other financial officers
13-2082.00,Tax Preparers,12104,Employment insurance and revenue officers,1228,"Employment insurance, immigration, border services and revenue officers",B318,"Immigration, employment insurance and revenue officers"
15-1212.00,Information Security Analysts,21220,Cybersecurity specialists,2171,Information systems analysts and consultants,C071,Information systems analysts and consultants
15-1231.00,Computer Network Support Specialists,22220,Computer network and web technicians,2281,Computer network technicians,C181,Computer network technicians
15-1241.00,Computer Network Architects,22220,Computer network and web technicians,2281,Computer network technicians,C181,Computer network technicians
15-1299.00,"Computer Occupations, All Other",22220,Computer network and web technicians,2281,Computer network technicians,C181,Computer network technicians
15-1299.04,Penetration Testers,21220,Cybersecurity specialists,2171,Information systems analysts and consultants,C071,Information systems analysts and consultants
15-1299.06,Digital Forensics Analysts,21220,Cybersecurity specialists,2171,Information systems analysts and consultants,C071,Information systems analysts and consultants
15-1299.07,Blockchain Engineers,21220,Cybersecurity specialists,2171,Information systems analysts and consultants,C071,Information systems analysts and consultants
15-2099.00,"Mathematical Science Occupations, All Other",21210,"Mathematicians, statisticians and actuaries",2161,"Mathematicians, statisticians and actuaries",C061,"Mathematicians, statisticians and actuaries"
17-2072.01,Radio Frequency Identification Device Specialists,21310,Electrical and electronics engineers,2133,Electrical and electronics engineers,C033,Electrical and electronics engineers
17-3024.01,Robotics Technicians,22301,Mechanical engineering technologists and technicians,2232,Mechanical engineering technologists and technicians,C132,Mechanical engineering technologists and technicians
17-3025.00,Environmental Engineering Technologists and Technicians,21300,Civil engineers,2131,Civil engineers,C031,Civil engineers
17-3026.01,Nanotechnology Engineering Technologists and Technicians,22100,Chemical technologists and technicians,2211,Chemical technologists and technicians,C111,Chemical technologists and technicians
17-3028.00,Calibration Technologists and Technicians,22100,Chemical technologists and technicians,2211,Chemical technologists and technicians,C111,Chemical technologists and technicians
17-3029.08,Photonics Technicians,22100,Chemical technologists and technicians,2211,Chemical technologists and technicians,C111,Chemical technologists and technicians
19-1011.00,Animal Scientists,32104,Animal health technologists and veterinary technicians,3213,Animal health technologists and veterinary technicians,D213,Veterinary and animal health technologists and technicians
19-1012.00,Food Scientists and Technologists,21101,Chemists,2112,Chemists,C012,Chemists
19-1013.00,Soil and Plant Scientists,21101,Chemists,2112,Chemists,C012,Chemists
19-1021.00,Biochemists and Biophysicists,21101,Chemists,2112,Chemists,C012,Chemists
19-1029.00,"Biological Scientists, All Other",21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1029.01,Bioinformatics Scientists,21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1029.02,Molecular and Cellular Biologists,21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1029.03,Geneticists,21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1029.04,Biologists,21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1041.00,Epidemiologists,21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1042.00,"Medical Scientists, Except Epidemiologists",21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-1099.00,"Life Scientists, All Other",21110,Biologists and related scientists,2121,Biologists and related scientists,C021,Biologists and related scientists
19-2032.00,Materials Scientists,21109,Other professional occupations in physical sciences,2115,Other professional occupations in physical sciences,C015,Other professional occupations in physical sciences
19-2043.00,Hydrologists,21102,Geoscientists and oceanographers,2113,Geoscientists and oceanographers,C013,"Geologists, geochemists and geophysicists"
19-3022.00,Survey Researchers,21223,Database analysts and data administrators,2172,Database analysts and data administrators,C072,Database analysts and data administrators
19-3041.00,Sociologists,41409,Other professional occupations in social science,4169,"Other professional occupations in social science, n.e.c.",E038,"Other professional occupations in social science, n.e.c."
19-3091.00,Anthropologists and Archeologists,41409,Other professional occupations in social science,4169,"Other professional occupations in social science, n.e.c.",E038,"Other professional occupations in social science, n.e.c."
19-3092.00,Geographers,41409,Other professional occupations in social science,4169,"Other professional occupations in social science, n.e.c.",E038,"Other professional occupations in social science, n.e.c."
19-3093.00,Historians,41409,Other professional occupations in social science,4169,"Other professional occupations in social science, n.e.c.",E038,"Other professional occupations in social science, n.e.c."
19-3094.00,Political Scientists,41409,Other professional occupations in social science,4169,"Other professional occupations in social science, n.e.c.",E038,"Other professional occupations in social science, n.e.c."
19-4012.01,Precision Agriculture Technicians,21112,"Agricultural representatives, consultants and specialists",2123,"Agricultural representatives, consultants and specialists",C023,"Agricultural representatives, consultants and specialists"
19-4042.00,"Environmental Science and Protection Technicians, Including Health",22101,Geological and mineral technologists and technicians,2212,Geological and mineral technologists and technicians,C112,Geological and mineral technologists and technicians
19-4051.00,Nuclear Technicians,22312,Industrial instrument technicians and mechanics,2243,Industrial instrument technicians and mechanics,C143,Industrial instrument technicians and mechanics
19-4051.02,Nuclear Monitoring Technicians,22312,Industrial instrument technicians and mechanics,2243,Industrial instrument technicians and mechanics,C143,Industrial instrument technicians and mechanics
19-5011.00,Occupational Health and Safety Specialists,21120,Public and environmental health and safety professionals,2263,Inspectors in public and environmental health and occupational health and safety,C163,Inspectors in public and environmental health and occupational health and safety
19-5012.00,Occupational Health and Safety Technicians,21120,Public and environmental health and safety professionals,2263,Inspectors in public and environmental health and occupational health and safety,C163,Inspectors in public and environmental health and occupational health and safety
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,41301,Therapists in counselling and related specialized therapies,3144,Other professional occupations in therapy and assessment,D044,Other professional occupations in therapy and assessment
21-1014.00,Mental Health Counselors,41301,Therapists in counselling and related specialized therapies,3144,Other professional occupations in therapy and assessment,D044,Other professional occupations in therapy and assessment
21-1015.00,Rehabilitation Counselors,41301,Therapists in counselling and related specialized therapies,3144,Other professional occupations in therapy and assessment,D044,Other professional occupations in therapy and assessment
21-1019.00,"Counselors, All Other",41301,Therapists in counselling and related specialized therapies,3144,Other professional occupations in therapy and assessment,D044,Other professional occupations in therapy and assessment
21-1029.00,"Social Workers, All Other",42201,Social and community service workers,4155,Probation and parole officers and related occupations,E025,Probation and parole officers and related occupations
21-1091.00,Health Education Specialists,31121,Dietitians and nutritionists,3132,Dietitians and nutritionists,D032,Dietitians and nutritionists
21-1093.00,Social and Human Service Assistants,42201,Social and community service workers,4155,Probation and parole officers and related occupations,E025,Probation and parole officers and related occupations
21-1094.00,Community Health Workers,12111,Health information management occupations,1252,Health information management occupations,B411,"Supervisors, general office and administrative support clerks"
21-1099.00,"Community and Social Service Specialists, All Other",42201,Social and community service workers,4155,Probation and parole officers and related occupations,E025,Probation and parole officers and related occupations
23-1012.00,Judicial Law Clerks,14103,Court clerks and related court services occupations,1227,Court officers and justices of the peace,B317,Court officers and justices of the peace
23-2093.00,"Title Examiners, Abstractors, and Searchers",12203,"Assessors, business valuators and appraisers",1314,"Assessors, valuators and appraisers",B115,"Assessors, valuators and appraisers"
23-2099.00,"Legal Support Workers, All Other",42200,Paralegals and related occupations,1227,Court officers and justices of the peace,B317,Court officers and justices of the peace
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",41210,College and other vocational instructors,4021,College and other vocational instructors,E121,College and other vocational instructors
25-1199.00,"Postsecondary Teachers, All Other",41210,College and other vocational instructors,4021,College and other vocational instructors,E121,College and other vocational instructors
25-2012.00,"Kindergarten Teachers, Except Special Education",41221,Elementary school and kindergarten teachers,4032,Elementary school and kindergarten teachers,E132,Elementary school and kindergarten teachers
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",41221,Elementary school and kindergarten teachers,4032,Elementary school and kindergarten teachers,E132,Elementary school and kindergarten teachers
25-2023.00,"Career/Technical Education Teachers, Middle School",41221,Elementary school and kindergarten teachers,4032,Elementary school and kindergarten teachers,E132,Elementary school and kindergarten teachers
25-2032.00,"Career/Technical Education Teachers, Secondary School",41221,Elementary school and kindergarten teachers,4032,Elementary school and kindergarten teachers,E132,Elementary school and kindergarten teachers
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",43109,Other instructors,4216,Other instructors,E215,Other instructors
25-3031.00,"Substitute Teachers, Short-Term",43109,Other instructors,4216,Other instructors,E215,Other instructors
25-3099.00,"Teachers and Instructors, All Other",43109,Other instructors,4216,Other instructors,E215,Other instructors
25-9099.00,"Educational Instruction and Library Workers, All Other",51100,Librarians,5111,Librarians,F011,Librarians
27-1011.00,Art Directors,51120,"Producers, directors, choreographers and related occupations",5131,"Producers, directors, choreographers and related occupations",F031,"Producers, directors, choreographers and related occupations"
27-1023.00,Floral Designers,53124,Artisans and craftspersons,5244,Artisans and craftspersons,F144,Artisans and craftspersons
27-1026.00,Merchandise Displayers and Window Trimmers,64100,Retail salespersons and visual merchandisers,5243,"Theatre, fashion, exhibit and other creative designers",F143,"Theatre, fashion, exhibit and other creative designers"
27-2091.00,"Disc Jockeys, Except Radio",51122,Musicians and singers,5133,Musicians and singers,F033,Musicians and singers
27-3031.00,Public Relations Specialists,10022,"Advertising, marketing and public relations managers",124,"Advertising, marketing and public relations managers",A131,"Sales, marketing and advertising managers"
27-4015.00,Lighting Technicians,94151,"Camera, platemaking and other prepress occupations",9472,"Camera, platemaking and other prepress occupations",J182,"Camera, platemaking and other prepress occupations"
27-4032.00,Film and Video Editors,51120,"Producers, directors, choreographers and related occupations",5131,"Producers, directors, choreographers and related occupations",F031,"Producers, directors, choreographers and related occupations"
29-1022.00,Oral and Maxillofacial Surgeons,31110,Dentists,3113,Dentists,D013,Dentists
29-1023.00,Orthodontists,31110,Dentists,3113,Dentists,D013,Dentists
29-1024.00,Prosthodontists,31110,Dentists,3113,Dentists,D013,Dentists
29-1029.00,"Dentists, All Other Specialists",31110,Dentists,3113,Dentists,D013,Dentists
29-1071.00,Physician Assistants,31303,"Physician assistants, midwives and allied health professionals",3124,Allied primary health practitioners,D112,Registered nurses
29-1071.01,Anesthesiologist Assistants,31303,"Physician assistants, midwives and allied health professionals",3124,Allied primary health practitioners,D112,Registered nurses
29-1124.00,Radiation Therapists,32121,Medical radiation technologists,3215,Medical radiation technologists,D215,Medical radiation technologists
29-1128.00,Exercise Physiologists,54100,"Program leaders and instructors in recreation, sport and fitness",5254,"Program leaders and instructors in recreation, sport and fitness",E036,"Recreation, sports and fitness program supervisors and consultants"
29-1129.00,"Therapists, All Other",41301,Therapists in counselling and related specialized therapies,3144,Other professional occupations in therapy and assessment,D044,Other professional occupations in therapy and assessment
29-1141.01,Acute Care Nurses,31301,Registered nurses and registered psychiatric nurses,3012,Registered nurses and registered psychiatric nurses,D112,Registered nurses
29-1141.03,Critical Care Nurses,31301,Registered nurses and registered psychiatric nurses,3012,Registered nurses and registered psychiatric nurses,D112,Registered nurses
29-1141.04,Clinical Nurse Specialists,31301,Registered nurses and registered psychiatric nurses,3012,Registered nurses and registered psychiatric nurses,D112,Registered nurses
29-1151.00,Nurse Anesthetists,31301,Registered nurses and registered psychiatric nurses,3012,Registered nurses and registered psychiatric nurses,D112,Registered nurses
29-1161.00,Nurse Midwives,31301,Registered nurses and registered psychiatric nurses,3012,Registered nurses and registered psychiatric nurses,D112,Registered nurses
29-1171.00,Nurse Practitioners,31302,Nurse practitioners,3124,Allied primary health practitioners,D112,Registered nurses
29-1212.00,Cardiologists,31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
29-1213.00,Dermatologists,31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
